"pid","NAME","CLASS","POSITION","TPE","CREATED","LINK","USER","USERLINK","JOINED","LAST VISIT","ONLINE FOR","BANK BALANCE","SHL TEAM","IIHF NATION","REPUTATION","ACTIVE","HANDEDNESS","JERSEY NUMBER","HEIGHT","WEIGHT","BIRTHPLACE","TPE AVAILABLE","franchiseID","teamID","team","Inaugural.Season","leagueID","abbr","primary","secondary","alt1","alt2","screening","gettingOpen","passing","puckhandling","shootingAccuracy","shootingRange","offensiveRead","checking","hitting","positioning","stickchecking","shotBlocking","faceoffs","defensiveRead","acceleration","agility","balance","speed","stamina","strength","fighting","aggression","bravery","determination","teamPlayer","leadership","temperament","professionalism","blocker","glove","pokeCheck","rebound","recovery","lowShots","reflexes","skating","mentalToughness","goaltenderStamina","CLEAN_NAME","RENDER","75_Create","75_activity check","75_other","75_training","75_training camp","75_seasonal coaching","75_point task","75_correction","75_recruitment","75_Unretire","75_fantasy","74_Create","74_activity check","74_other","74_training","74_seasonal coaching","74_training camp","74_point task","73_Create","73_other","73_activity check","73_training","73_point task","73_seasonal coaching","73_training camp","74_correction","72_Create","72_activity check","72_other","72_seasonal coaching","72_training","72_training camp","74_recruitment","74_fantasy","72_initial","72_point task","72_fantasy","75_regression","73_regression","72_regression","73_correction","73_recruitment","72_correction"
440,"Mick Mayhem","S71","Right Defense",655,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/440","Matty86","https://simulationhockey.com/member.php?action=profile&uid=6259",2022-05-17,2024-04-13,312720,3750000,4,"Finland",1,"Active","Right",69,"6ft 2in",287,"Bloomington, Indiana , United States",30,8,8,"Manhattan Rage",2,0,"MAN","#97181b","#ffffff","#000000","",10,12,14,14,10,11,14,15,15,15,14,14,5,16,15,15,15,15,15,15,6,13,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mick Mayhem","Mick Foley (Mankind)",NA,12,NA,18,6,NA,NA,NA,NA,NA,NA,NA,14,NA,21,NA,12,10,NA,7,16,21,NA,NA,NA,NA,NA,2,NA,NA,NA,12,NA,NA,503,1,NA,NA,NA,NA,NA,NA,NA
439,"Finn Weiß","S71","Right Wing",294,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/439","TnlAstatine","https://simulationhockey.com/member.php?action=profile&uid=3389",2018-12-17,2024-02-03,3491856,21177069,NA,"Germany",87,"IA","Left",29,"6ft 2in",208,"Leipzig, Germany",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,14,15,11,9,15,11,9,9,11,8,5,12,12,12,12,12,14,12,5,5,9,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finn Weiss","Zach Hyman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,NA,NA
438,"Crazy Tomato","S71","Center",885,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/438","Crazytomato","https://simulationhockey.com/member.php?action=profile&uid=6540",2022-09-27,2024-04-14,376080,6245000,NA,"Sweden",1,"Active","Right",75,"6ft 4in",230,"City , Sweden",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,16,15,16,16,12,16,15,13,15,15,12,15,16,15,14,16,15,16,15,10,10,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crazy Tomato","Anderi kuzmenko ",NA,20,NA,15,12,28,35,NA,NA,NA,NA,NA,18,NA,31,28,12,65,NA,5,16,28,47,28,NA,NA,NA,2,NA,NA,NA,12,NA,3,471,1,8,NA,NA,NA,NA,NA,NA
437,"Bear Trapp","S71","Left Wing",327,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/437","adison","https://simulationhockey.com/member.php?action=profile&uid=6087",2022-02-22,2023-06-10,93300,8650000,NA,"USA",1,"IA","Right",12,"6ft 2in",200,"Chicago, United States",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,15,11,10,13,12,10,11,12,9,9,11,14,13,14,14,14,14,10,10,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bear Trapp","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA
435,"Inactive Forever","S71","Right Wing",896,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/435","kit","https://simulationhockey.com/member.php?action=profile&uid=1251",2014-07-01,2024-04-14,2329200,1379005,1,"Japan",244,"Active","Right",14,"5ft 6in",165,"Osaka, Japan",16,17,24,"Chicago Syndicate",46,0,"CHI","#d9ad00","#000000","","",13,17,14,18,16,12,17,15,13,15,11,11,5,13,15,15,15,16,16,15,5,5,12,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive Forever","kirill kaprizov",NA,26,NA,60,12,NA,86,NA,NA,NA,NA,NA,14,NA,10,NA,12,31,NA,2,16,15,27,NA,NA,NA,NA,2,12,NA,5,12,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA
434,"Larry Johnson The 3rd","S71","Center",230,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/434","Larry Johnson The 3rd","https://simulationhockey.com/member.php?action=profile&uid=6938",2023-02-24,2023-06-23,19908,50000,NA,"Canada",2,"IA","Right",36,"6ft 5in",215,"City, Canada",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,14,12,12,6,10,12,5,12,12,8,13,13,5,5,10,12,14,12,12,11,12,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Larry Johnson The 3rd","Larry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA
433,"Levin Schattenaxt","S71","Right Wing",1366,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/433","KlusteR","https://simulationhockey.com/member.php?action=profile&uid=4181",2019-08-02,2024-04-13,2714256,47633333,12,"Switzerland",76,"Active","Left",17,"5ft 10in",187,"Pratteln, Switzerland",21,16,23,"San Francisco Pride",37,0,"SFP","#360854","#d4af37","","",13,16,17,16,15,12,17,17,15,16,16,12,7,17,18,17,16,17,18,15,5,9,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levin Schattenaxt","Cole Caufield",NA,26,NA,65,12,56,151,NA,NA,NA,7,NA,16,NA,40,28,12,74,NA,6,16,40,72,NA,NA,NA,NA,2,33,28,5,12,NA,NA,657,1,7,NA,NA,NA,NA,NA,NA
432,"Heem Team","S71","Left Wing",394,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/432","Rindiee","https://simulationhockey.com/member.php?action=profile&uid=2753",2017-09-21,2023-11-02,604800,1042000,NA,"USA",23,"IA","Right",3,"6ft 4in",235,"Baton Rouge, United States",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,14,14,13,12,14,13,12,13,13,5,5,14,13,12,14,13,14,13,5,5,6,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heem Team","Odell Beckham Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,2,14,15,17,NA,NA,NA,NA,2,4,NA,NA,12,NA,NA,309,NA,NA,NA,NA,NA,NA,NA,NA
431,"Kevin Kim","S71","Center",1290,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/431","Australiankek","https://simulationhockey.com/member.php?action=profile&uid=7097",2023-04-08,2024-04-14,375180,16920000,10,"Canada",3,"Active","Right",96,"6ft 0in",200,"Edmonton, Canada",2,12,29,"Minnesota Monarchs",56,0,"MIN","#11582c","#ead9a2","#453c7e","#eae1e1",12,17,17,17,16,12,16,16,15,16,16,12,18,16,16,16,16,16,16,16,5,6,9,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin Kim","Sebastian Aho (Carolina)",NA,26,NA,65,12,56,150,NA,NA,NA,NA,NA,18,NA,45,28,12,93,NA,7,16,40,83,13,NA,NA,NA,2,NA,15,5,12,NA,NA,592,NA,NA,NA,NA,NA,NA,NA,NA
430,"Michael Adams","S71","Left Defense",157,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/430","Setoah","https://simulationhockey.com/member.php?action=profile&uid=7045",2023-03-19,2023-03-23,1720,0,NA,"Germany",0,"IA","Right",76,"6ft 1in",220,"Berlin, Germany",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,6,5,5,5,5,10,10,10,10,10,5,15,5,5,5,5,14,14,11,13,12,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Adams","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA
429,"Aaron Ranger","S71","Left Wing",190,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/429","TexRanger28","https://simulationhockey.com/member.php?action=profile&uid=7001",2023-03-14,2023-04-17,7755,8000000,NA,"Canada",0,"IA","Right",28,"6ft 3in",215,"Chapeau,Quebec, Canada",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,10,12,10,10,10,10,10,12,10,10,10,12,11,11,11,11,14,12,10,11,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Ranger","Brady Tkachuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA
428,"Thomas Liebold","S71","Right Wing",1345,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/428","Hungy Fella","https://simulationhockey.com/member.php?action=profile&uid=6988",2023-03-10,2024-04-12,286620,-1910000,7,"USA",3,"Active","Left",71,"6ft 3in",215,"Albany, United States",23,4,27,"Baltimore Platoon",54,0,"BAP","#08102c","#ffffff","#6c1616","",12,17,17,16,16,12,18,17,16,16,16,11,12,17,17,16,16,16,17,15,5,5,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas Liebold","",NA,26,NA,38,12,56,131,NA,NA,NA,2,NA,18,NA,43,28,12,79,NA,7,16,40,75,NA,NA,NA,NA,2,18,28,5,12,NA,NA,688,1,8,NA,NA,NA,NA,NA,NA
427,"Bryce Mitchell","S71","Left Wing",174,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/427","PrinceRules","https://simulationhockey.com/member.php?action=profile&uid=6946",2023-02-25,2023-08-28,7251,6500000,NA,"USA",0,"IA","Right",29,"6ft 4in",195,"Atlanta, United States",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,13,13,13,12,13,5,5,5,5,5,13,5,13,13,5,12,14,5,5,5,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bryce Mitchell","Giancarlo Stanton (MLB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA
426,"Dominik Winters","S71","Center",1341,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/426","39alaska39","https://simulationhockey.com/member.php?action=profile&uid=3162",2018-07-06,2024-04-14,4701456,4621500,12,"Czechia",46,"Active","Left",17,"6ft 4in",205,"Pardubice, Czechia",29,16,23,"San Francisco Pride",37,0,"SFP","#360854","#d4af37","","",13,18,18,17,16,12,17,16,11,15,16,12,15,16,16,16,16,16,17,17,5,5,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominik Winters","Carter Mazur",NA,26,NA,65,12,56,133,NA,NA,NA,NA,NA,18,NA,45,28,12,78,NA,7,16,40,75,NA,NA,NA,NA,2,107,28,5,12,NA,NA,569,1,6,NA,NA,NA,NA,NA,NA
425,"Royal Pizza","S71","Left Wing",164,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/425","Tuastan6504","https://simulationhockey.com/member.php?action=profile&uid=6912",2023-02-16,2023-02-16,1479,6000000,NA,"Canada",0,"IA","Right",57,"6ft 2in",295,"Edmonton, Canada",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,7,9,13,7,12,7,7,7,7,5,5,7,8,11,11,8,16,11,5,5,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Royal Pizza","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA
424,"Aumy Junior II","S71","Center",1311,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/424","st4rface","https://simulationhockey.com/member.php?action=profile&uid=4692",2020-03-10,2024-04-14,1706400,-1278000,3,"Finland",29,"Active","Left",81,"6ft 1in",210,"Tampere, Finland",11,3,9,"Toronto North Stars",2,0,"TOR","#195aa5","#ffffff","","",16,18,16,17,20,12,20,9,11,6,5,5,15,10,15,15,15,15,17,17,5,5,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aumy Junior II","Marian Hossa",NA,26,NA,50,12,40,122,NA,NA,NA,NA,NA,18,NA,45,28,12,95,NA,6,16,40,80,28,NA,NA,NA,2,NA,NA,5,12,NA,NA,667,1,6,NA,NA,NA,NA,NA,NA
423,"Marshall Madden","S71","Left Wing",711,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/423","Gumbaman","https://simulationhockey.com/member.php?action=profile&uid=5179",2020-10-12,NA,NA,53875000,NA,"Czechia",9,"IA","Right",67,"6ft 3in",180,"Redding, California",286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,14,15,14,12,15,13,13,13,12,12,5,14,12,13,12,13,15,13,5,5,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marshall Madden","Martin Riggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,28,12,7,NA,2,16,40,28,NA,NA,NA,NA,2,NA,28,5,12,NA,NA,521,1,NA,NA,NA,NA,NA,2,NA
422,"Barg Hazbite","S71","Right Wing",1315,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/422","MMFLEX","https://simulationhockey.com/member.php?action=profile&uid=6968",2023-03-05,2024-04-12,118320,19950000,21,"Great Britain",3,"Active","Right",40,"6ft 9in",270,"Clarify, Great Britain",12,22,34,"Philadelphia Forge",60,0,"PHI","#e88900","#a00400","#212020","",13,19,17,17,17,12,18,14,15,16,14,12,5,17,16,17,16,16,15,16,5,5,6,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barg Hazbite","Barg's Rootbeer",NA,26,NA,65,12,56,127,NA,NA,NA,6,NA,18,NA,45,28,12,86,NA,6,16,40,77,14,NA,NA,NA,2,NA,NA,5,12,NA,5,650,NA,7,NA,NA,NA,NA,NA,NA
421,"Dean Ventresca","S71","Center",176,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/421","dean_v3040","https://simulationhockey.com/member.php?action=profile&uid=6939",2023-02-24,2023-03-19,4491,2000000,NA,"Canada",0,"IA","Right",9,"5ft 11in",181,"Guelph, Canada",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,10,12,13,5,5,5,7,7,8,8,10,9,11,13,11,12,15,9,7,6,6,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Ventresca","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA
420,"Matt Stro","S71","Right Wing",439,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/420","Mattstro","https://simulationhockey.com/member.php?action=profile&uid=6936",2023-02-24,2023-09-28,26031,4550000,NA,"Great Britain",0,"IA","Right",26,"5ft 9in",200,"Norwich, Great Britain",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,14,14,13,12,13,13,13,13,13,12,12,12,13,13,12,12,14,12,5,11,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Stro","Christopher Moltisanti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,NA,NA,NA,NA,NA,NA,NA,NA
418,"Mercedes Baylé","S71","Left Wing",1400,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/418","Bayley","https://simulationhockey.com/member.php?action=profile&uid=446",2012-06-09,2024-04-14,1004400,227612000,12,"USA",21,"Active","Left",88,"6ft 11in",300,"Reading, PA, United States",19,16,23,"San Francisco Pride",37,0,"SFP","#360854","#d4af37","","",15,17,17,18,17,12,18,15,15,15,16,12,5,16,16,16,17,16,17,17,5,11,13,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mercedes Bayle","Sasha Banks / Merecedes Moné",NA,26,NA,65,12,56,149,NA,NA,NA,NA,NA,18,NA,45,28,12,97,NA,7,16,40,82,NA,NA,NA,NA,2,NA,28,5,12,NA,NA,699,1,NA,NA,NA,NA,NA,NA,NA
417,"Andren Akerson","S71","Right Wing",1242,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/417","Jorec","https://simulationhockey.com/member.php?action=profile&uid=93",2011-12-23,2024-04-14,1306800,327333,13,"Sweden",2,"Active","Right",18,"6ft 3in",215,"Stockholm, Sweden",10,11,11,"Los Angeles Panthers",5,0,"LAP","#006b7a","#eb7d0b","","",16,16,16,16,16,12,16,16,16,16,16,5,12,16,16,16,16,16,16,16,12,15,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren Akerson","Chris Neil",NA,26,NA,39,12,56,129,NA,NA,NA,6,NA,18,NA,27,28,12,76,NA,5,16,38,56,NA,NA,NA,NA,2,NA,28,5,12,NA,NA,648,1,2,NA,NA,NA,NA,NA,NA
416,"Johnny FourStar","S71","Right Wing",1316,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/416","Whikadoodle","https://simulationhockey.com/member.php?action=profile&uid=1238",2014-07-01,2024-04-14,867600,8450500,11,"Sweden",46,"Active","Right",4,"6ft 0in",200,"Växjö, Sweden",31,5,32,"Winnipeg Aurora",59,0,"WPG","#0e2e2d","#2ef9b4","#1fc4bd","#c8c6c6",14,17,17,17,15,12,17,17,16,17,12,12,5,17,16,14,18,15,16,17,5,5,13,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnny FourStar","",NA,26,NA,65,12,56,119,NA,NA,NA,5,NA,18,NA,45,28,12,86,NA,7,16,40,67,NA,NA,NA,NA,2,NA,28,5,12,NA,2,662,1,2,NA,NA,NA,NA,NA,NA
415,"Crystal McLeod","S71","Left Wing",624,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/415","echlyrica","https://simulationhockey.com/member.php?action=profile&uid=6997",2023-03-14,2024-04-12,97560,670000,8,"USA",3,"Active","Right",20,"6ft 0in",205,"Columbus, United States",16,1,1,"Calgary Dragons",1,0,"CGY","#a40000","#000000","#ffffff","#797979",16,13,13,13,13,12,15,15,15,15,13,12,11,14,12,13,15,12,16,14,13,14,13,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crystal McLeod","This user (can provide pics)",NA,22,NA,27,12,24,32,NA,NA,NA,NA,NA,12,NA,13,19,12,38,NA,2,12,18,16,28,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA
414,"Alexej Kastrba","S71","Right Wing",1128,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/414","hewasajazzman","https://simulationhockey.com/member.php?action=profile&uid=3024",2018-05-08,2024-04-14,4442256,2930000,4,"Czechia",13,"Active","Right",78,"6ft 1in",211,"Brno, Czechia",5,8,8,"Manhattan Rage",2,0,"MAN","#97181b","#ffffff","#000000","",16,16,15,16,15,12,16,17,15,15,16,12,5,16,15,15,16,16,15,16,10,14,17,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexej Kastrba","Barclay Goodrow",NA,26,NA,28,12,28,16,NA,NA,NA,2,NA,18,NA,45,28,12,56,NA,7,16,40,54,NA,NA,NA,NA,2,40,28,5,12,NA,NA,648,1,4,NA,NA,NA,NA,NA,NA
413,"Nate ESJAYKAY","S71","Right Wing",157,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/413","Natehh","https://simulationhockey.com/member.php?action=profile&uid=6901",2023-02-12,2023-02-12,900,0,NA,"Canada",0,"IA","Left",24,"6ft 1in",205,"EFen, Canada",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,10,6,5,5,13,5,5,5,5,5,6,6,14,5,5,14,14,10,6,6,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nate ESJAYKAY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA
412,"Koa Gonzalez","S70","Right Wing",157,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/412","Khan07","https://simulationhockey.com/member.php?action=profile&uid=6869",2023-02-02,NA,NA,0,NA,"Latvia",0,"IA","Left",10,"5ft 7in",205,"Sigulda, Latvia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,5,13,13,5,13,5,5,5,5,5,5,5,13,13,13,13,14,9,8,5,9,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koa Gonzalez","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA
411,"Daniel Goldstein","S70","Right Wing",157,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/411","aidanlevin08","https://simulationhockey.com/member.php?action=profile&uid=6868",2023-02-01,NA,NA,0,NA,"Unassigned",0,"IA","Right",69,"6ft 7in",290,"Tel Aviv, Israel",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,16,14,5,10,7,5,7,5,5,5,5,14,13,5,5,14,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Goldstein","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA
410,"Scott Sterling","S70","Left Wing",199,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/410","SStelling","https://simulationhockey.com/member.php?action=profile&uid=6864",2023-01-31,2023-05-30,10262,8450000,NA,"Canada",0,"IA","Left",77,"5ft 7in",150,"Brantford, Canada",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,15,14,9,5,12,5,12,12,5,5,5,5,12,12,12,14,5,5,5,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scott Sterling","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA
409,"Olaf Hofmann","S70","Left Defense",157,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/409","Holger","https://simulationhockey.com/member.php?action=profile&uid=6861",2023-01-30,2023-02-02,1486,2000000,NA,"Germany",0,"IA","Left",6,"6ft 5in",221,"Koln, Germany",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,11,10,5,5,5,13,8,13,14,9,5,15,11,10,10,10,14,5,5,5,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Olaf Hofmann","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA
408,"Darnell Mohamed Johnson II","S70","Left Defense",1090,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/408","frithjofr","https://simulationhockey.com/member.php?action=profile&uid=3891",2019-04-18,2024-04-14,1263600,13120000,14,"Great Britain",70,"Active","Right",13,"6ft 4in",208,"New Orleans, United States",31,18,25,"New Orleans Specters",46,0,"NOL","#8623ea","#eeeeee","#000000","",5,15,16,15,13,15,14,16,16,17,16,16,13,17,15,14,17,15,16,16,8,7,13,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darnell Mohamed Johnson II","Anderson .Paak",NA,20,NA,35,12,NA,42,NA,NA,NA,2,NA,18,NA,35,28,6,66,NA,2,16,40,39,28,NA,NA,NA,2,NA,NA,5,12,NA,NA,682,NA,NA,NA,NA,NA,NA,NA,NA
407,"James Guinee","S70","Right Wing",157,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/407","jguinee","https://simulationhockey.com/member.php?action=profile&uid=6855",2023-01-24,2023-01-24,648,0,NA,"USA",0,"IA","Left",24,"6ft 2in",210,"Malden, United States",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,13,12,11,11,11,10,6,13,13,5,5,12,10,10,9,12,14,10,5,8,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"James Guinee","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA
